,displayName,period_type,segmentCategory,segmentName,startDate,unitType,value
318,Sysco,fiscal_year,Geographic Segment,United Kingdom,8/1/16,currency,2974133000
319,Sysco,fiscal_year,Geographic Segment,Canada,8/1/16,currency,4346894000
320,Sysco,fiscal_year,Geographic Segment,United States,8/1/16,currency,44395765000
321,Sysco,fiscal_year,Business Segment,Other,8/1/16,currency,974473000
322,Sysco,fiscal_year,Geographic Segment,Other,7/1/17,currency,2451936000
323,Sysco,fiscal_year,Business Segment,SYGMA,7/1/17,currency,6557033000
324,Sysco,fiscal_year,Business Segment,International Foodservice Operations ,7/1/17,currency,11518565000
325,Sysco,fiscal_year,Business Segment,U.S. Foodservice Operations,7/1/17,currency,39642263000
326,Sysco,fiscal_year,Geographic Segment,France,7/1/17,currency,1625407000
327,Sysco,fiscal_year,Geographic Segment,United Kingdom,7/1/17,currency,3176069000
328,Sysco,fiscal_year,Geographic Segment,Canada,7/1/17,currency,4661615000
329,Sysco,fiscal_year,Geographic Segment,United States,7/1/17,currency,46812297000
330,Sysco,fiscal_year,Business Segment,Other,7/1/17,currency,1009463000
331,Tiffany & Co.,fiscal_year,Geographic Segment,Americas,2/1/15,currency,1947000000
332,Tiffany & Co.,fiscal_year,Geographic Segment,Asia-Pacific,2/1/15,currency,1003100000
333,Tiffany & Co.,fiscal_year,Geographic Segment,Japan,2/1/15,currency,541300000
334,Tiffany & Co.,fiscal_year,Geographic Segment,Europe,2/1/15,currency,505700000
335,Tiffany & Co.,fiscal_year,Geographic Segment,Other,2/1/15,currency,107800000
336,Tiffany & Co.,fiscal_year,Business Segment,Jewelry Collections,2/1/15,currency,2129200000
337,Tiffany & Co.,fiscal_year,Business Segment,Engagement Jewelry,2/1/15,currency,1142200000
338,Tiffany & Co.,fiscal_year,Business Segment,Designer Jewelry,2/1/15,currency,526400000
339,Tiffany & Co.,fiscal_year,Business Segment,All Other,2/1/15,currency,307100000
340,Tiffany & Co.,fiscal_year,Geographic Segment,Americas,2/1/16,currency,1841900000
341,Tiffany & Co.,fiscal_year,Geographic Segment,Asia-Pacific,2/1/16,currency,999100000
342,Tiffany & Co.,fiscal_year,Geographic Segment,Japan,2/1/16,currency,604400000
343,Tiffany & Co.,fiscal_year,Geographic Segment,Europe,2/1/16,currency,457600000
344,Tiffany & Co.,fiscal_year,Geographic Segment,Other,2/1/16,currency,98800000
345,Tiffany & Co.,fiscal_year,Business Segment,Jewelry Collections,2/1/16,currency,2043900000
346,Tiffany & Co.,fiscal_year,Business Segment,Engagement Jewelry,2/1/16,currency,1122000000
347,Tiffany & Co.,fiscal_year,Business Segment,Designer Jewelry,2/1/16,currency,529100000
348,Tiffany & Co.,fiscal_year,Business Segment,All Other,2/1/16,currency,306800000
349,Tiffany & Co.,fiscal_year,Business Segment,Jewelry Collections,2/1/17,currency,2193200000
350,Tiffany & Co.,fiscal_year,Business Segment,Engagement Jewelry,2/1/17,currency,1065400000
351,Tiffany & Co.,fiscal_year,Business Segment,Designer Jewelry,2/1/17,currency,551200000
352,Tiffany & Co.,fiscal_year,Business Segment,All Other,2/1/17,currency,360000000
353,Tiffany & Co.,fiscal_year,Geographic Segment,Americas,2/1/17,currency,1870900000
354,Tiffany & Co.,fiscal_year,Geographic Segment,Asia-Pacific,2/1/17,currency,1095000000
355,Tiffany & Co.,fiscal_year,Geographic Segment,Japan,2/1/17,currency,596300000
356,Tiffany & Co.,fiscal_year,Geographic Segment,Europe,2/1/17,currency,482900000
357,Tiffany & Co.,fiscal_year,Geographic Segment,Other,2/1/17,currency,124700000
358,Nike,fiscal_year,Business Segment,Footwear,6/1/14,currency,18318000000
359,Nike,fiscal_year,Business Segment,Apparel,6/1/14,currency,8637000000
360,Nike,fiscal_year,Business Segment,Equipment,6/1/14,currency,1631000000
361,Nike,fiscal_year,Business Segment,Other,6/1/14,currency,2015000000
362,Nike,fiscal_year,Geographic Segment,North America,6/1/14,currency,13740000000
363,Nike,fiscal_year,Geographic Segment,Western Europe,6/1/14,currency,5705000000
364,Nike,fiscal_year,Geographic Segment,Central & Eastern Europe,6/1/14,currency,1421000000
365,Nike,fiscal_year,Geographic Segment,Greater China,6/1/14,currency,3067000000
366,Nike,fiscal_year,Geographic Segment,Japan,6/1/14,currency,755000000
367,Nike,fiscal_year,Geographic Segment,Emerging Markets,6/1/14,currency,3898000000
368,Nike,fiscal_year,Geographic Segment,Global Brand Divisions,6/1/14,currency,115000000
369,Nike,fiscal_year,Geographic Segment,"Europe, Middle East & Africa",6/1/15,currency,7568000000
370,Nike,fiscal_year,Geographic Segment,Asia Pacific & Latin America,6/1/15,currency,4317000000
371,Nike,fiscal_year,Business Segment,Footwear,6/1/15,currency,19871000000
372,Nike,fiscal_year,Business Segment,Apparel,6/1/15,currency,9067000000
373,Nike,fiscal_year,Business Segment,Equipment,6/1/15,currency,1496000000
374,Nike,fiscal_year,Business Segment,Other,6/1/15,currency,1942000000
375,Nike,fiscal_year,Geographic Segment,North America,6/1/15,currency,14764000000
376,Nike,fiscal_year,Geographic Segment,Greater China,6/1/15,currency,3785000000
377,Nike,fiscal_year,Geographic Segment,Global Brand Divisions,6/1/15,currency,73000000
378,Nike,fiscal_year,Geographic Segment,"Europe, Middle East & Africa",6/1/16,currency,7970000000
379,Nike,fiscal_year,Geographic Segment,Asia Pacific & Latin America,6/1/16,currency,4737000000
380,Nike,fiscal_year,Business Segment,Footwear,6/1/16,currency,21081000000
381,Nike,fiscal_year,Business Segment,Apparel,6/1/16,currency,9654000000
382,Nike,fiscal_year,Business Segment,Equipment,6/1/16,currency,1425000000
383,Nike,fiscal_year,Business Segment,Other,6/1/16,currency,2190000000
384,Nike,fiscal_year,Geographic Segment,North America,6/1/16,currency,15216000000
385,Nike,fiscal_year,Geographic Segment,Greater China,6/1/16,currency,4237000000
386,Nike,fiscal_year,Geographic Segment,Global Brand Divisions,6/1/16,currency,73000000
387,Nike,fiscal_year,Geographic Segment,North America,6/1/17,currency,14855000000
388,Nike,fiscal_year,Geographic Segment,Greater China,6/1/17,currency,5134000000
389,Nike,fiscal_year,Geographic Segment,Global Brand Divisions,6/1/17,currency,88000000
390,Nike,fiscal_year,Geographic Segment,"Europe, Middle East & Africa",6/1/17,currency,9242000000
391,Nike,fiscal_year,Geographic Segment,Asia Pacific & Latin America,6/1/17,currency,5166000000
392,Nike,fiscal_year,Business Segment,Footwear,6/1/17,currency,22268000000
393,Nike,fiscal_year,Business Segment,Apparel,6/1/17,currency,10733000000
394,Nike,fiscal_year,Business Segment,Equipment,6/1/17,currency,1396000000
395,Nike,fiscal_year,Business Segment,Other,6/1/17,currency,2000000000
396,3D Systems,fiscal_year,Business Segment,Products,1/1/14,currency,283339000
397,3D Systems,fiscal_year,Business Segment,Materials,1/1/14,currency,158859000
398,3D Systems,fiscal_year,Business Segment,Services,1/1/14,currency,211454000
399,3D Systems,fiscal_year,Business Segment,Products,1/1/15,currency,257379000
400,3D Systems,fiscal_year,Business Segment,Materials,1/1/15,currency,150740000
401,3D Systems,fiscal_year,Business Segment,Services,1/1/15,currency,258044000
402,3D Systems,fiscal_year,Business Segment,Products,1/1/16,currency,223544000
403,3D Systems,fiscal_year,Business Segment,Materials,1/1/16,currency,156839000
404,3D Systems,fiscal_year,Business Segment,Services,1/1/16,currency,252582000
405,3D Systems,fiscal_year,Business Segment,Products,1/1/17,currency,210280000
406,3D Systems,fiscal_year,Business Segment,Materials,1/1/17,currency,168846000
407,3D Systems,fiscal_year,Business Segment,Services,1/1/17,currency,266943000
408,3D Systems,fiscal_year,Geographic Segment,United States,1/1/17,currency,322399000
409,3D Systems,fiscal_year,Geographic Segment,Other Americas,1/1/17,currency,11377000
410,3D Systems,fiscal_year,Geographic Segment,EMEA,1/1/17,currency,220357000
411,3D Systems,fiscal_year,Geographic Segment,Asia Pacific,1/1/17,currency,91936000
412,Cintas,fiscal_year,Business Segment,Uniform Rental and Facility Services,6/1/15,currency,3759524000
413,Cintas,fiscal_year,Business Segment,First Aid  and Safety Services,6/1/15,currency,461783000
414,Cintas,fiscal_year,Business Segment,All Other,6/1/15,currency,574465000
415,Cintas,fiscal_year,Business Segment,Uniform Rental and Facility Services,6/1/16,currency,4202490000
416,Cintas,fiscal_year,Business Segment,First Aid  and Safety Services,6/1/16,currency,508233000
417,Cintas,fiscal_year,Business Segment,All Other,6/1/16,currency,612658000
418,Cintas,fiscal_year,Business Segment,Uniform Rental and Facility Services,6/1/17,currency,5247124000
419,Cintas,fiscal_year,Business Segment,First Aid  and Safety Services,6/1/17,currency,564706000
420,Cintas,fiscal_year,Business Segment,All Other,6/1/17,currency,664802000
421,Coca-Cola European Partners,fiscal_year,Geographic Segment,Spain/Portugal/Andorra,1/1/16,currency,1721000000
422,Coca-Cola European Partners,fiscal_year,Geographic Segment,Germany,1/1/16,currency,1335000000
423,Coca-Cola European Partners,fiscal_year,Geographic Segment,Great Britain,1/1/16,currency,2076000000
424,Coca-Cola European Partners,fiscal_year,Geographic Segment,France/Monaco,1/1/16,currency,1791000000
425,Coca-Cola European Partners,fiscal_year,Geographic Segment,Belgium/Luxembourg/Netherlands,1/1/16,currency,1414000000
426,Coca-Cola European Partners,fiscal_year,Geographic Segment,Norway,1/1/16,currency,408000000
427,Coca-Cola European Partners,fiscal_year,Geographic Segment,Sweden,1/1/16,currency,350000000
428,Coca-Cola European Partners,fiscal_year,Geographic Segment,Iceland,1/1/16,currency,38000000
429,Coca-Cola European Partners,fiscal_year,Geographic Segment,Spain/Portugal/Andorra,1/1/17,currency,2706000000
430,Coca-Cola European Partners,fiscal_year,Geographic Segment,Germany,1/1/17,currency,2218000000
431,Coca-Cola European Partners,fiscal_year,Geographic Segment,Great Britain,1/1/17,currency,2026000000
432,Coca-Cola European Partners,fiscal_year,Geographic Segment,France/Monaco,1/1/17,currency,1803000000
433,Coca-Cola European Partners,fiscal_year,Geographic Segment,Belgium/Luxembourg/Netherlands,1/1/17,currency,1445000000
434,Coca-Cola European Partners,fiscal_year,Geographic Segment,Norway,1/1/17,currency,416000000
435,Coca-Cola European Partners,fiscal_year,Geographic Segment,Sweden,1/1/17,currency,353000000
436,Coca-Cola European Partners,fiscal_year,Geographic Segment,Iceland,1/1/17,currency,95000000
437,Coca-Cola European Partners,fiscal_year,Geographic Segment,Great Britain,1/1/15,currency,2364000000
438,Coca-Cola European Partners,fiscal_year,Geographic Segment,France/Monaco,1/1/15,currency,1817000000
439,Coca-Cola European Partners,fiscal_year,Geographic Segment,Belgium/Luxembourg/Netherlands,1/1/15,currency,1405000000
440,Coca-Cola European Partners,fiscal_year,Geographic Segment,Norway,1/1/15,currency,405000000
441,Coca-Cola European Partners,fiscal_year,Geographic Segment,Sweden,1/1/15,currency,338000000
442,Clorox,fiscal_year,Business Segment,Lifestyle,7/1/14,currency,950000000
443,Clorox,fiscal_year,Business Segment,International,7/1/14,currency,1087000000
444,Clorox,fiscal_year,Business Segment,Cleaning,7/1/14,currency,1824000000
445,Clorox,fiscal_year,Business Segment,Household,7/1/14,currency,1794000000
446,Clorox,fiscal_year,Business Segment,Lifestyle,7/1/15,currency,990000000
447,Clorox,fiscal_year,Business Segment,International,7/1/15,currency,997000000
448,Clorox,fiscal_year,Business Segment,Cleaning,7/1/15,currency,1912000000
449,Clorox,fiscal_year,Business Segment,Household,7/1/15,currency,1862000000
450,Clorox,fiscal_year,Business Segment,Lifestyle,7/1/16,currency,1000000000
451,Clorox,fiscal_year,Business Segment,International,7/1/16,currency,1010000000
452,Clorox,fiscal_year,Business Segment,Cleaning,7/1/16,currency,2002000000
453,Clorox,fiscal_year,Business Segment,Household,7/1/16,currency,1961000000
454,Burlington Stores,fiscal_year,Business Segment,Women’s ready-to-wear apparel,2/1/16,percentage,24
455,Burlington Stores,fiscal_year,Business Segment,Accessories and footwear,2/1/16,percentage,22
456,Burlington Stores,fiscal_year,Business Segment,Menswear,2/1/16,percentage,20
457,Burlington Stores,fiscal_year,Business Segment,Youth apparel/baby,2/1/16,percentage,16
458,Burlington Stores,fiscal_year,Business Segment,Home,2/1/16,percentage,12
459,Burlington Stores,fiscal_year,Business Segment,Coats,2/1/16,percentage,6
460,Burlington Stores,fiscal_year,Business Segment,Women’s ready-to-wear apparel,3/1/17,percentage,23
461,Burlington Stores,fiscal_year,Business Segment,Accessories and footwear,3/1/17,percentage,22
462,Burlington Stores,fiscal_year,Business Segment,Menswear,3/1/17,percentage,20
463,Burlington Stores,fiscal_year,Business Segment,Youth apparel/baby,3/1/17,percentage,16
464,Burlington Stores,fiscal_year,Business Segment,Home,3/1/17,percentage,14
465,Burlington Stores,fiscal_year,Business Segment,Coats,3/1/17,percentage,5
466,Burlington Stores,fiscal_year,Business Segment,Coats,3/1/18,percentage,5000
467,Burlington Stores,fiscal_year,Business Segment,Home,3/1/18,percentage,15000
468,Burlington Stores,fiscal_year,Business Segment,Youth apparel/baby,3/1/18,percentage,16000
469,Burlington Stores,fiscal_year,Business Segment,Menswear,3/1/18,percentage,20000
470,Burlington Stores,fiscal_year,Business Segment,Accessories and footwear,3/1/18,percentage,22000
471,Burlington Stores,fiscal_year,Business Segment,Women’s ready-to-wear apparel,3/1/18,percentage,23000
472,Johnson & Johnson,fiscal_year,Business Segment,Consumer,1/1/14,currency,14496000000
473,Johnson & Johnson,fiscal_year,Business Segment,Pharmaceutical,1/1/14,currency,32313000000
474,Johnson & Johnson,fiscal_year,Business Segment,Medical Devices,1/1/14,currency,27522000000
475,Johnson & Johnson,fiscal_year,Geographic Segment,United States,1/1/14,currency,34782000000
476,Johnson & Johnson,fiscal_year,Geographic Segment,Europe,1/1/14,currency,18947000000
477,Johnson & Johnson,fiscal_year,Geographic Segment,Western Hemisphere excluding US,1/1/14,currency,7160000000
478,Johnson & Johnson,fiscal_year,Geographic Segment,"Asia-Pacific, Africa",1/1/14,currency,13442000000
479,Johnson & Johnson,fiscal_year,Business Segment,Consumer,1/1/15,currency,13507000000
480,Johnson & Johnson,fiscal_year,Business Segment,Pharmaceutical,1/1/15,currency,31430000000
481,Johnson & Johnson,fiscal_year,Business Segment,Medical Devices,1/1/15,currency,25137000000
482,Johnson & Johnson,fiscal_year,Geographic Segment,United States,1/1/15,currency,35687000000
483,Johnson & Johnson,fiscal_year,Geographic Segment,Europe,1/1/15,currency,15995000000
484,Johnson & Johnson,fiscal_year,Geographic Segment,Western Hemisphere excluding US,1/1/15,currency,6045000000
485,Johnson & Johnson,fiscal_year,Geographic Segment,"Asia-Pacific, Africa",1/1/15,currency,12347000000
486,Johnson & Johnson,fiscal_year,Business Segment,Consumer,1/1/16,currency,13307000000
487,Johnson & Johnson,fiscal_year,Business Segment,Pharmaceutical,1/1/16,currency,33464000000
488,Johnson & Johnson,fiscal_year,Business Segment,Medical Devices,1/1/16,currency,25119000000
489,Johnson & Johnson,fiscal_year,Geographic Segment,United States,1/1/16,currency,37811000000
490,Johnson & Johnson,fiscal_year,Geographic Segment,Europe,1/1/16,currency,15770000000
491,Johnson & Johnson,fiscal_year,Geographic Segment,Western Hemisphere excluding US,1/1/16,currency,5734000000
492,Johnson & Johnson,fiscal_year,Geographic Segment,"Asia-Pacific, Africa",1/1/16,currency,12575000000
493,Johnson & Johnson,fiscal_year,Business Segment,Consumer,1/1/17,currency,13602000000
494,Johnson & Johnson,fiscal_year,Business Segment,Pharmaceutical,1/1/17,currency,36256000000
495,Johnson & Johnson,fiscal_year,Business Segment,Medical Devices,1/1/17,currency,26592000000
496,Johnson & Johnson,fiscal_year,Geographic Segment,United States,1/1/17,currency,39863000000
497,Johnson & Johnson,fiscal_year,Geographic Segment,Europe,1/1/17,currency,17126000000
498,Johnson & Johnson,fiscal_year,Geographic Segment,Western Hemisphere excluding US,1/1/17,currency,6041000000
499,Johnson & Johnson,fiscal_year,Geographic Segment,"Asia-Pacific, Africa",1/1/17,currency,13420000000
500,Johnson & Johnson,fiscal_year,Business Segment,Pharmaceutical,1/1/18,currency,40734000000
501,Johnson & Johnson,fiscal_year,Business Segment,Medical Devices,1/1/18,currency,26994000000
502,Johnson & Johnson,fiscal_year,Geographic Segment,United States,1/1/18,currency,41884000000
503,Johnson & Johnson,fiscal_year,Geographic Segment,Europe,1/1/18,currency,18753000000
504,Johnson & Johnson,fiscal_year,Geographic Segment,Western Hemisphere excluding US,1/1/18,currency,6113000000
505,Johnson & Johnson,fiscal_year,Geographic Segment,"Asia-Pacific, Africa",1/1/18,currency,14831000000
506,Johnson & Johnson,fiscal_year,Business Segment,Consumer,1/1/18,currency,13853000000
507,Best Buy,fiscal_year,Business Segment,Domestic,2/1/15,currency,36365000000
508,Best Buy,fiscal_year,Business Segment,International,2/1/15,currency,3163000000
509,Best Buy,fiscal_year,Business Segment,Domestic,2/1/16,currency,36248000000
510,Best Buy,fiscal_year,Business Segment,International,2/1/16,currency,3155000000
511,Best Buy,fiscal_year,Business Segment,Domestic,4/1/17,currency,38662000000
512,Best Buy,fiscal_year,Business Segment,International,4/1/17,currency,3489000000
513,Best Buy,fiscal_year,Business Segment,Domestic,3/1/18,currency,39304000000
514,Best Buy,fiscal_year,Business Segment,International,3/1/18,currency,3575000000
515,Dollar General,fiscal_year,Business Segment,Consumables,1/1/14,currency,14321080000
516,Dollar General,fiscal_year,Business Segment,Apparel,1/1/14,currency,1038142000
517,Dollar General,fiscal_year,Business Segment,Seasonal,1/1/14,currency,2344993000
518,Dollar General,fiscal_year,Business Segment,Home Products,1/1/14,currency,1205373000
519,Dollar General,fiscal_year,Business Segment,Consumables,1/1/15,currency,15457611000
520,Dollar General,fiscal_year,Business Segment,Apparel,1/1/15,currency,1098827000
521,Dollar General,fiscal_year,Business Segment,Seasonal,1/1/15,currency,2522701000
522,Dollar General,fiscal_year,Business Segment,Home Products,1/1/15,currency,1289423000
523,Dollar General,fiscal_year,Business Segment,Consumables,1/1/16,currency,16798881000
524,Dollar General,fiscal_year,Business Segment,Apparel,1/1/16,currency,1140001000
525,Dollar General,fiscal_year,Business Segment,Seasonal,1/1/16,currency,2674319000
526,Dollar General,fiscal_year,Business Segment,Home Products,1/1/16,currency,1373397000
527,Dollar General,fiscal_year,Business Segment,Apparel,3/1/17,currency,1178254000
528,Dollar General,fiscal_year,Business Segment,Home Products,3/1/17,currency,1400618000
529,Dollar General,fiscal_year,Business Segment,Seasonal,3/1/17,currency,2837310000
530,Dollar General,fiscal_year,Business Segment,Consumables,3/1/17,currency,18054785000
531,Debenhams,fiscal_year,Geographic Segment,UK,9/1/14,currency,1922300000
532,Debenhams,fiscal_year,Geographic Segment,International,9/1/14,currency,400400000
533,Debenhams,fiscal_year,Geographic Segment,UK,10/1/15,currency,1931900000
534,Debenhams,fiscal_year,Geographic Segment,International,10/1/15,currency,409800000
535,Debenhams,fiscal_year,Geographic Segment,UK,10/1/16,currency,1892900000
536,Debenhams,fiscal_year,Geographic Segment,International,10/1/16,currency,442100000
537,Conn's,fiscal_year,Business Segment,Retail,1/1/15,currency,1223542000
538,Conn's,fiscal_year,Business Segment,Retail,2/1/15,currency,1324228000
539,Conn's,fiscal_year,Business Segment,Retail,2/1/16,currency,1316040000
540,Office Depot,fiscal_year,Business Segment,North American Retail,1/1/16,currency,5603000000
541,Office Depot,fiscal_year,Business Segment,North American Business Solutions,1/1/16,currency,5400000000
542,Office Depot,fiscal_year,Business Segment,Other ,1/1/16,currency,18000000
543,Office Depot,fiscal_year,Business Segment,Other ,1/1/17,currency,14000000
544,Office Depot,fiscal_year,Business Segment,CompuCom,1/1/17,currency,156000000
545,Office Depot,fiscal_year,Business Segment,Retail,1/1/17,currency,4962000000
546,Office Depot,fiscal_year,Business Segment,Business Solutions,1/1/17,currency,5108000000
547,Office Depot,fiscal_year,Business Segment,Business Solutions,1/1/18,currency,5282000000
548,Office Depot,fiscal_year,Business Segment,Retail,1/1/18,currency,4641000000
549,Office Depot,fiscal_year,Business Segment,CompuCom,1/1/18,currency,1086000000
550,Office Depot,fiscal_year,Business Segment,Other ,1/1/18,currency,6000000
551,British American Tobacco,fiscal_year,Geographic Segment,Western Europe,1/1/15,currency,3203000000
552,British American Tobacco,fiscal_year,Geographic Segment,Americas,1/1/15,currency,2720000000
553,British American Tobacco,fiscal_year,Geographic Segment,"Eastern Europe, Middle East & Africa",1/1/15,currency,3408000000
554,British American Tobacco,fiscal_year,Geographic Segment,Asia-Pacific,1/1/15,currency,3773000000
555,British American Tobacco,fiscal_year,Geographic Segment,Western Europe,1/1/17,currency,4532000000
556,British American Tobacco,fiscal_year,Geographic Segment,Americas,1/1/17,currency,3125000000
557,British American Tobacco,fiscal_year,Geographic Segment,"Eastern Europe, Middle East & Africa",1/1/17,currency,3915000000
558,British American Tobacco,fiscal_year,Geographic Segment,Asia-Pacific,1/1/17,currency,4509000000
559,British American Tobacco,fiscal_year,Geographic Segment,United States,1/1/17,currency,4211000000
560,British American Tobacco,fiscal_year,Geographic Segment,Western Europe,1/1/16,currency,3867000000
561,British American Tobacco,fiscal_year,Geographic Segment,Americas,1/1/16,currency,2868000000
562,British American Tobacco,fiscal_year,Geographic Segment,"Eastern Europe, Middle East & Africa",1/1/16,currency,3750000000
563,British American Tobacco,fiscal_year,Geographic Segment,Asia-Pacific,1/1/16,currency,4266000000
564,Big 5 Sporting Goods,fiscal_year,Business Segment,Hard Goods,1/1/16,percentage,529869000
565,Big 5 Sporting Goods,fiscal_year,Business Segment,Athletic and Sport Apparel,1/1/16,currency,200476000
566,Big 5 Sporting Goods,fiscal_year,Business Segment,Other Sales,1/1/16,currency,3491000
567,Big 5 Sporting Goods,fiscal_year,Business Segment,Athletic and Sport Footwear ,1/1/16,currency,287399000
568,Big 5 Sporting Goods,fiscal_year,Business Segment,Hard Goods,1/1/15,percentage,534864000
569,Big 5 Sporting Goods,fiscal_year,Business Segment,Athletic and Sport Apparel,1/1/15,currency,199109000
570,Big 5 Sporting Goods,fiscal_year,Business Segment,Other Sales,1/1/15,currency,3800000
571,Big 5 Sporting Goods,fiscal_year,Business Segment,Athletic and Sport Footwear ,1/1/15,currency,291325000
572,Big 5 Sporting Goods,fiscal_year,Business Segment,Hard Goods,1/1/17,percentage,509618000
573,Big 5 Sporting Goods,fiscal_year,Business Segment,Athletic and Sport Apparel,1/1/17,currency,206816000
574,Big 5 Sporting Goods,fiscal_year,Business Segment,Other Sales,1/1/17,currency,4665000
575,Big 5 Sporting Goods,fiscal_year,Business Segment,Athletic and Sport Footwear ,1/1/17,currency,288536000
576,Big 5 Sporting Goods,fiscal_year,Business Segment,Athletic and Sport Footwear ,1/1/18,currency,281004000
577,Big 5 Sporting Goods,fiscal_year,Business Segment,Other Sales,1/1/18,currency,3797000
578,Big 5 Sporting Goods,fiscal_year,Business Segment,Athletic and Sport Apparel,1/1/18,currency,206934000
579,Big 5 Sporting Goods,fiscal_year,Business Segment,Hard Goods,1/1/18,percentage,495846000
580,TravelCenters of America,fiscal_year,Business Segment,Travel Centers,1/1/14,currency,7514363000
581,TravelCenters of America,fiscal_year,Business Segment,Corporate and Other,1/1/14,currency,74415000
582,TravelCenters of America,fiscal_year,Business Segment,Convenience Stores,1/1/14,currency,189855000
583,TravelCenters of America,fiscal_year,Business Segment,Travel Centers,1/1/16,currency,4694900000
584,TravelCenters of America,fiscal_year,Business Segment,Corporate and Other,1/1/16,currency,100600000
585,TravelCenters of America,fiscal_year,Business Segment,Convenience Stores,1/1/16,currency,715905000
586,TravelCenters of America,fiscal_year,Business Segment,Travel Centers,1/1/15,currency,5402606000
587,TravelCenters of America,fiscal_year,Business Segment,Corporate and Other,1/1/15,currency,67936000
588,TravelCenters of America,fiscal_year,Business Segment,Convenience Stores,1/1/15,currency,380091000
589,TravelCenters of America,fiscal_year,Business Segment,Travel Centers,1/1/17,currency,5181434000
590,TravelCenters of America,fiscal_year,Business Segment,Corporate and Other,1/1/17,currency,119173000
591,TravelCenters of America,fiscal_year,Business Segment,Convenience Stores,1/1/17,currency,750986000
592,Big Lots,fiscal_year,Business Segment,Consumables,1/1/17,currency,823482000
593,Big Lots,fiscal_year,Business Segment,Soft Home,1/1/17,currency,743359000
594,Big Lots,fiscal_year,Business Segment,Furniture,1/1/17,currency,1195365000
595,Big Lots,fiscal_year,Business Segment,Hard Home,1/1/17,currency,437575000
596,Big Lots,fiscal_year,Business Segment,Food,1/1/17,currency,830508000
597,Big Lots,fiscal_year,Business Segment,"Electronics, Toys, & Accessories",1/1/17,currency,431044000
598,Big Lots,fiscal_year,Business Segment,Seasonal,1/1/17,currency,739106000
599,Five Below,fiscal_year,Business Segment,Leisure,1/1/14,percentage,51
600,Five Below,fiscal_year,Business Segment,Fashion and home,1/1/14,percentage,29.3
601,Five Below,fiscal_year,Business Segment,Party and snack,1/1/14,percentage,19.7
602,Five Below,fiscal_year,Business Segment,Leisure,1/1/15,percentage,50.8
603,Five Below,fiscal_year,Business Segment,Fashion and home,1/1/15,percentage,29.7
604,Five Below,fiscal_year,Business Segment,Party and snack,1/1/15,percentage,19.5
605,Five Below,fiscal_year,Business Segment,Leisure,2/1/16,percentage,50
606,Five Below,fiscal_year,Business Segment,Fashion and home,2/1/16,percentage,31.2
607,Five Below,fiscal_year,Business Segment,Party and snack,2/1/16,percentage,18.8
608,Five Below,fiscal_year,Business Segment,Leisure,3/1/17,percentage,50.1
609,Five Below,fiscal_year,Business Segment,Fashion and home,3/1/17,percentage,31.6
610,Five Below,fiscal_year,Business Segment,Party and snack,3/1/17,percentage,18.3
611,DICK’S Sporting Goods,fiscal_year,Business Segment,Hardlines,2/1/16,currency,3574000000
612,DICK’S Sporting Goods,fiscal_year,Business Segment,Apparel,2/1/16,currency,2756000000
613,DICK’S Sporting Goods,fiscal_year,Business Segment,Footwear,2/1/16,currency,1529000000
614,DICK’S Sporting Goods,fiscal_year,Business Segment,Other,2/1/16,currency,63000000
615,DICK’S Sporting Goods,fiscal_year,Business Segment,Hardlines,3/1/17,currency,3887000000
616,DICK’S Sporting Goods,fiscal_year,Business Segment,Apparel,3/1/17,currency,2920000000
617,DICK’S Sporting Goods,fiscal_year,Business Segment,Footwear,3/1/17,currency,1695000000
618,DICK’S Sporting Goods,fiscal_year,Business Segment,Other,3/1/17,currency,88000000
619,DICK’S Sporting Goods,fiscal_year,Business Segment,Other,3/1/18,currency,122620000
620,DICK’S Sporting Goods,fiscal_year,Business Segment,Footwear,3/1/18,currency,1719456000
621,DICK’S Sporting Goods,fiscal_year,Business Segment,Apparel,3/1/18,currency,2962347000
622,DICK’S Sporting Goods,fiscal_year,Business Segment,Hardlines,3/1/18,currency,3632147000
623,The Goodyear Tire & Rubber Company,fiscal_year,Geographic Segment,"Europe, Middle East and Africa",1/1/16,currency,4880000000
624,The Goodyear Tire & Rubber Company,fiscal_year,Geographic Segment,Asia Pacific,1/1/16,currency,2106000000
625,The Goodyear Tire & Rubber Company,fiscal_year,Geographic Segment,Americas,1/1/16,currency,817000000
626,The Goodyear Tire & Rubber Company,fiscal_year,Geographic Segment,"Europe, Middle East and Africa",1/1/17,currency,4928000000
627,The Goodyear Tire & Rubber Company,fiscal_year,Geographic Segment,Asia Pacific,1/1/17,currency,2237000000
628,The Goodyear Tire & Rubber Company,fiscal_year,Geographic Segment,Americas,1/1/17,currency,8212000000
629,Sears Hometown and Outlet Stores,fiscal_year,Business Segment,Sears Hometown and Hardware,1/1/14,currency,1692377000
630,Sears Hometown and Outlet Stores,fiscal_year,Business Segment,Sears Outlet,1/1/14,currency,663656000
631,Sears Hometown and Outlet Stores,fiscal_year,Business Segment,Sears Hometown and Hardware,1/1/15,currency,1630276000
632,Sears Hometown and Outlet Stores,fiscal_year,Business Segment,Sears Outlet,1/1/15,currency,657512000
633,Sears Hometown and Outlet Stores,fiscal_year,Business Segment,Sears Hometown and Hardware,1/1/16,currency,1439563000
